"name","strictness_ratio","number","percent"
"markdown","1/4",1,0.00526260393642774
"markdown","2/4",74,0.389432691295653
"markdown","3/4",39,0.205241553520682
"markdown","4/4",166,0.873592253447006
"markdown","2/5",38,0.199978949584254
"markdown","3/5",76,0.399957899168509
"markdown","4/5",31,0.16314072202926
"markdown","5/5",171,0.899905273129144
"markdown","0/6",1,0.00526260393642774
"markdown","5/6",10,0.0526260393642774
"markdown","6/6",118,0.620987264498474
"markdown","4/8",3,0.0157878118092832
"markdown","6/8",2,0.0105252078728555
"markdown","8/8",1,0.00526260393642774
"markdown","4/9",44,0.231554573202821
"markdown","5/10",28,0.147352910219977
"mvtnorm","0/0",65458,68.8893800187331
"mvtnorm","0/1",317,0.33361748702891
"mvtnorm","1/1",13784,14.5065723697366
"mvtnorm","0/2",405,0.426230543365011
"mvtnorm","1/2",2058,2.16588261295109
"mvtnorm","2/2",7369,7.75529104705375
"mvtnorm","1/3",96,0.101032425093929
"mvtnorm","2/3",561,0.590408234142645
"mvtnorm","3/3",2198,2.31322156621307
"mvtnorm","2/4",25,0.0263105273682106
"mvtnorm","3/4",108,0.11366147823067
"mvtnorm","4/4",1704,1.79332554541723
"mvtnorm","0/5",16,0.0168387375156548
"mvtnorm","2/5",17,0.0178911586103832
"mvtnorm","3/5",34,0.0357823172207664
"mvtnorm","4/5",5,0.00526210547364211
"mvtnorm","5/5",431,0.45359349182795
"mvtnorm","4/6",34,0.0357823172207664
"mvtnorm","5/6",91,0.0957703196202865
"mvtnorm","6/6",76,0.0799840031993601
"mvtnorm","4/7",16,0.0168387375156548
"mvtnorm","6/7",16,0.0168387375156548
"mvtnorm","6/8",17,0.0178911586103832
"mvtnorm","8/8",38,0.0399920015996801
"mvtnorm","8/9",66,0.0694597922520759
"mvtnorm","9/10",17,0.0178911586103832
"mvtnorm","10/10",16,0.0168387375156548
"mvtnorm","7/11",16,0.0168387375156548
"mvtnorm","9/12",29,0.0305202117471243
"mvtnorm","10/12",1,0.00105242109472842
"nloptr","0/0",20154,70.7157894736842
"nloptr","0/1",10,0.0350877192982456
"nloptr","1/1",3351,11.7578947368421
"nloptr","0/2",19,0.0666666666666667
"nloptr","1/2",403,1.4140350877193
"nloptr","2/2",2304,8.08421052631579
"nloptr","1/3",120,0.421052631578947
"nloptr","2/3",447,1.56842105263158
"nloptr","3/3",816,2.86315789473684
"nloptr","2/4",53,0.185964912280702
"nloptr","3/4",152,0.533333333333333
"nloptr","4/4",110,0.385964912280702
"nloptr","2/5",15,0.0526315789473684
"nloptr","3/5",32,0.112280701754386
"nloptr","4/5",4,0.0140350877192982
"nloptr","5/5",137,0.480701754385965
"nloptr","3/6",68,0.23859649122807
"nloptr","4/6",5,0.0175438596491228
"nloptr","5/6",47,0.164912280701754
"nloptr","6/6",70,0.245614035087719
"nloptr","4/7",4,0.0140350877192982
"nloptr","5/7",119,0.417543859649123
"nloptr","7/7",11,0.0385964912280702
"nloptr","6/8",1,0.00350877192982456
"nloptr","8/8",3,0.0105263157894737
"nloptr","9/9",1,0.00350877192982456
"nloptr","10/10",2,0.00701754385964912
"nloptr","7/11",14,0.0491228070175439
"nloptr","6/12",3,0.0105263157894737
"nloptr","12/12",2,0.00701754385964912
"nloptr","12/14",9,0.0315789473684211
"nloptr","13/15",5,0.0175438596491228
"nloptr","18/18",9,0.0315789473684211
"quantreg","0/0",519597,51.250445090394
"quantreg","0/1",365,0.036001771484427
"quantreg","1/1",242665,23.9352599377219
"quantreg","0/2",1339,0.132072252103145
"quantreg","1/2",8750,0.863056165722565
"quantreg","2/2",152368,15.0288162124361
"quantreg","0/3",4,0.000394539961473173
"quantreg","1/3",3053,0.301132625594399
"quantreg","2/3",11033,1.08823984873338
"quantreg","3/3",14938,1.47340948612156
"quantreg","1/4",3,0.00029590497110488
"quantreg","2/4",34180,3.37134397078826
"quantreg","3/4",11323,1.11684399594018
"quantreg","4/4",5339,0.526612213576317
"quantreg","1/5",4,0.000394539961473173
"quantreg","2/5",1075,0.106032614645915
"quantreg","3/5",1148,0.113232968942801
"quantreg","4/5",3683,0.363272669526424
"quantreg","5/5",1617,0.15949277942553
"quantreg","1/6",217,0.0214037929099196
"quantreg","2/6",16,0.00157815984589269
"quantreg","3/6",142,0.0140061686322976
"quantreg","4/6",121,0.0119348338345635
"quantreg","5/6",77,0.00759489425835858
"quantreg","6/6",106,0.0104553089790391
"quantreg","4/7",2,0.000197269980736586
"quantreg","5/7",13,0.00128225487478781
"quantreg","6/7",2,0.000197269980736586
"quantreg","7/7",276,0.0272232573416489
"quantreg","3/8",1,9.86349903682932e-05
"quantreg","4/8",133,0.013118453718983
"quantreg","5/8",1,9.86349903682932e-05
"quantreg","6/8",44,0.0043399395762049
"quantreg","7/8",6,0.000591809942209759
"quantreg","8/8",113,0.0111457539116171
"quantreg","4/9",1,9.86349903682932e-05
"quantreg","6/9",3,0.00029590497110488
"quantreg","8/9",2,0.000197269980736586
"quantreg","9/9",6,0.000591809942209759
"quantreg","7/10",1,9.86349903682932e-05
"quantreg","9/10",1,9.86349903682932e-05
"quantreg","10/10",3,0.00029590497110488
"quantreg","7/11",5,0.000493174951841466
"quantreg","10/11",10,0.000986349903682932
"quantreg","11/11",12,0.00118361988441952
"quantreg","4/12",1,9.86349903682932e-05
"quantreg","9/12",2,0.000197269980736586
"quantreg","13/13",2,0.000197269980736586
"quantreg","3/14",1,9.86349903682932e-05
"quantreg","7/14",1,9.86349903682932e-05
"quantreg","13/14",2,0.000197269980736586
"quantreg","14/14",1,9.86349903682932e-05
"quantreg","1/15",4,0.000394539961473173
"quantreg","8/15",1,9.86349903682932e-05
"quantreg","13/15",4,0.000394539961473173
"quantreg","15/15",14,0.0013808898651561
"quantreg","1/16",2,0.000197269980736586
"quantreg","1/17",1,9.86349903682932e-05
"quantreg","17/17",1,9.86349903682932e-05
"quantreg","1/20",1,9.86349903682932e-05
"quantreg","22/22",2,0.000197269980736586
"quantreg","23/34",1,9.86349903682932e-05
"R6","0/0",816386,57.7096020556394
"R6","0/1",604,0.0426962241410389
"R6","1/1",279301,19.7435398987025
"R6","0/2",2721,0.192345075973124
"R6","1/2",14227,1.00569400803735
"R6","2/2",172430,12.1889237229128
"R6","0/3",14,0.000989647579428054
"R6","1/3",4692,0.331673317334031
"R6","2/3",17531,1.23925083678237
"R6","3/3",21686,1.53296410053406
"R6","0/4",17,0.00120171491787692
"R6","1/4",26,0.00183791693322353
"R6","2/4",40877,2.88955886459147
"R6","3/4",13496,0.954020266568644
"R6","4/4",9145,0.646451936704968
"R6","1/5",5,0.000353445564081448
"R6","2/5",2845,0.201110525962344
"R6","3/5",1770,0.125119729684833
"R6","4/5",6488,0.458630963952087
"R6","5/5",4528,0.320080302832159
"R6","1/6",74,0.00523099434840543
"R6","2/6",1595,0.112749134941982
"R6","3/6",475,0.0335773285877376
"R6","4/6",1285,0.0908355099689321
"R6","5/6",608,0.0429789805923041
"R6","6/6",656,0.046372058007486
"R6","4/7",3,0.000212067338448869
"R6","6/7",26,0.00183791693322353
"R6","7/7",195,0.0137843769991765
"R6","4/8",6,0.000424134676897738
"R6","6/8",21,0.00148447136914208
"R6","7/8",7,0.000494823789714027
"R6","8/8",292,0.0206412209423566
"R6","5/9",12,0.000848269353795475
"R6","7/9",7,0.000494823789714027
"R6","8/9",373,0.026367039080476
"R6","9/9",17,0.00120171491787692
"R6","9/10",22,0.00155516048195837
"R6","10/10",24,0.00169653870759095
"R6","1/11",1,7.06891128162896e-05
"R6","9/11",7,0.000494823789714027
"R6","10/11",17,0.00120171491787692
"R6","11/11",85,0.00600857458938462
"R6","4/12",1,7.06891128162896e-05
"R6","11/12",14,0.000989647579428054
"R6","12/12",4,0.000282756451265158
"R6","11/13",1,7.06891128162896e-05
"R6","12/13",2,0.000141378225632579
"R6","4/14",3,0.000212067338448869
"R6","14/14",5,0.000353445564081448
"R6","15/16",1,7.06891128162896e-05
"R6","14/18",11,0.000777580240979186
"R6","17/18",5,0.000353445564081448
"R6","42/44",1,7.06891128162896e-05
"RcppArmadillo","0/0",1071397,61.4486763892808
"RcppArmadillo","0/1",549,0.0314872296055665
"RcppArmadillo","1/1",315456,18.0925965436313
"RcppArmadillo","0/2",2361,0.135412293440333
"RcppArmadillo","1/2",16084,0.922478326003519
"RcppArmadillo","2/2",164043,9.40848744296166
"RcppArmadillo","0/3",15,0.000860306819824222
"RcppArmadillo","1/3",8314,0.476839393334572
"RcppArmadillo","2/3",17027,0.976562948076469
"RcppArmadillo","3/3",35988,2.06404812212227
"RcppArmadillo","0/4",2,0.000114707575976563
"RcppArmadillo","1/4",11,0.000630891667871096
"RcppArmadillo","2/4",46350,2.65834807325685
"RcppArmadillo","3/4",16565,0.950065498025883
"RcppArmadillo","4/4",23968,1.37465559050313
"RcppArmadillo","1/5",1173,0.0672759933102542
"RcppArmadillo","2/5",1498,0.0859159744064456
"RcppArmadillo","3/5",4626,0.26531862323379
"RcppArmadillo","4/5",7340,0.420976803833986
"RcppArmadillo","5/5",5058,0.290095459644728
"RcppArmadillo","0/6",10,0.000573537879882815
"RcppArmadillo","1/6",71,0.00407211894716798
"RcppArmadillo","2/6",7,0.00040147651591797
"RcppArmadillo","3/6",115,0.00659568561865237
"RcppArmadillo","4/6",609,0.0349284568848634
"RcppArmadillo","5/6",854,0.0489801349419924
"RcppArmadillo","6/6",2428,0.139254997235547
"RcppArmadillo","4/7",592,0.0339534424890626
"RcppArmadillo","6/7",18,0.00103236818378907
"RcppArmadillo","7/7",164,0.00940602123007816
"RcppArmadillo","3/8",8,0.000458830303906252
"RcppArmadillo","4/8",8,0.000458830303906252
"RcppArmadillo","5/8",3,0.000172061363964844
"RcppArmadillo","6/8",184,0.0105530969898438
"RcppArmadillo","7/8",8,0.000458830303906252
"RcppArmadillo","8/8",168,0.00963543638203129
"RcppArmadillo","6/9",9,0.000516184091894533
"RcppArmadillo","7/9",27,0.0015485522756836
"RcppArmadillo","8/9",20,0.00114707575976563
"RcppArmadillo","9/9",6,0.000344122727929689
"RcppArmadillo","9/10",93,0.00533390228291018
"RcppArmadillo","10/10",11,0.000630891667871096
"RcppArmadillo","7/11",3,0.000172061363964844
"RcppArmadillo","10/11",70,0.0040147651591797
"RcppArmadillo","11/11",10,0.000573537879882815
"RcppArmadillo","9/12",3,0.000172061363964844
"RcppArmadillo","11/12",1,5.73537879882815e-05
"RcppArmadillo","8/14",9,0.000516184091894533
"RcppArmadillo","8/15",102,0.00585008637480471
"RcppArmadillo","13/15",3,0.000172061363964844
"RcppArmadillo","14/16",23,0.00131913712373047
"RcppArmadillo","15/17",56,0.00321181212734376
"RcppArmadillo","16/18",23,0.00131913712373047
"RcppArmadillo","20/22",23,0.00131913712373047
"RcppEigen","0/0",138,75.4098360655738
"RcppEigen","1/1",16,8.7431693989071
"RcppEigen","1/2",6,3.27868852459016
"RcppEigen","2/2",9,4.91803278688525
"RcppEigen","2/3",2,1.09289617486339
"RcppEigen","3/3",8,4.37158469945355
"RcppEigen","2/4",2,1.09289617486339
"RcppEigen","3/4",2,1.09289617486339
"Rcpp","0/0",93918,60.8501843297072
"Rcpp","0/1",47,0.0304516563757346
"Rcpp","1/1",26347,17.0704210751378
"Rcpp","0/2",130,0.0842279857201169
"Rcpp","1/2",1958,1.26860304646145
"Rcpp","2/2",16050,10.3989166985221
"Rcpp","0/3",9,0.00583116824216194
"Rcpp","1/3",295,0.191132736826419
"Rcpp","2/3",2415,1.56469681164679
"Rcpp","3/3",3381,2.1905755363055
"Rcpp","1/4",5,0.00323953791231219
"Rcpp","2/4",3557,2.30460727081889
"Rcpp","3/4",1237,0.801461679506035
"Rcpp","4/4",2317,1.50120186856547
"Rcpp","1/5",14,0.00907070615447413
"Rcpp","2/5",108,0.0699740189059432
"Rcpp","3/5",121,0.0783968174779549
"Rcpp","4/5",649,0.420492021018122
"Rcpp","5/5",650,0.421139928600584
"Rcpp","1/6",5,0.00323953791231219
"Rcpp","2/6",1,0.000647907582462438
"Rcpp","3/6",24,0.0155497819790985
"Rcpp","4/6",14,0.00907070615447413
"Rcpp","5/6",126,0.0816363553902671
"Rcpp","6/6",850,0.550721445093072
"Rcpp","4/7",3,0.00194372274738731
"Rcpp","6/7",8,0.0051832606596995
"Rcpp","7/7",58,0.0375786397828214
"Rcpp","4/8",1,0.000647907582462438
"Rcpp","5/8",2,0.00129581516492488
"Rcpp","6/8",6,0.00388744549477463
"Rcpp","7/8",1,0.000647907582462438
"Rcpp","8/8",10,0.00647907582462438
"Rcpp","6/9",7,0.00453535307723706
"Rcpp","7/9",6,0.00388744549477463
"Rcpp","9/9",1,0.000647907582462438
"Rcpp","9/10",2,0.00129581516492488
"Rcpp","10/11",1,0.000647907582462438
"Rcpp","11/12",1,0.000647907582462438
"Rcpp","8/14",3,0.00194372274738731
"Rcpp","8/15",3,0.00194372274738731
"Rcpp","44/44",1,0.000647907582462438
"Rcpp","44/46",1,0.000647907582462438
"readr","0/0",51316,59.6753186342916
"readr","0/1",117,0.136059168294725
"readr","1/1",16796,19.5320494929761
"readr","0/2",127,0.147688157037864
"readr","1/2",1377,1.60131174993023
"readr","2/2",10294,11.9708810121872
"readr","1/3",128,0.148851055912178
"readr","2/3",444,0.516327100195367
"readr","3/3",1629,1.89436226625733
"readr","1/4",1,0.00116289887431389
"readr","2/4",171,0.198855707507675
"readr","3/4",113,0.13140757279747
"readr","4/4",2210,2.5700065122337
"readr","2/5",97,0.112801190808447
"readr","3/5",25,0.0290724718578472
"readr","4/5",116,0.134896269420411
"readr","5/5",621,0.722160200948926
"readr","2/6",2,0.00232579774862778
"readr","4/6",14,0.0162805842403945
"readr","5/6",11,0.0127918876174528
"readr","6/6",130,0.151176853660806
"readr","2/7",54,0.06279653921295
"readr","4/7",19,0.0220950786119639
"readr","6/7",2,0.00232579774862778
"readr","7/7",66,0.0767513257047167
"readr","4/8",1,0.00116289887431389
"readr","5/8",2,0.00232579774862778
"readr","6/8",4,0.00465159549725556
"readr","7/8",3,0.00348869662294167
"readr","8/8",9,0.010466089868825
"readr","8/9",7,0.00814029212019723
"readr","9/9",2,0.00232579774862778
"readr","7/10",1,0.00116289887431389
"readr","9/10",7,0.00814029212019723
"readr","10/10",6,0.00697739324588334
"readr","2/11",2,0.00232579774862778
"readr","7/11",6,0.00697739324588334
"readr","11/12",2,0.00232579774862778
"readr","11/13",1,0.00116289887431389
"readr","12/13",6,0.00697739324588334
"readr","13/14",4,0.00465159549725556
"readr","8/15",39,0.0453530560982417
"readr","13/15",6,0.00697739324588334
"readr","11/18",3,0.00348869662294167
"readr","20/20",1,0.00116289887431389
"readxl","0/0",122476,67.0300681925152
"readxl","0/1",130,0.0711478890968596
"readxl","1/1",27326,14.9552862881599
"readxl","0/2",168,0.0919449643713263
"readxl","1/2",3143,1.72013704178023
"readxl","2/2",12739,6.97194584003765
"readxl","1/3",155,0.0848301754616403
"readxl","2/3",2132,1.1668253811885
"readxl","3/3",4771,2.61112752985475
"readxl","1/4",7,0.0038310401821386
"readxl","2/4",167,0.0913976729167351
"readxl","3/4",136,0.074431637824407
"readxl","4/4",6822,3.73362230322136
"readxl","2/5",90,0.0492562309132105
"readxl","3/5",9,0.00492562309132105
"readxl","4/5",70,0.038310401821386
"readxl","5/5",1551,0.848849046070995
"readxl","2/6",5,0.00273645727295614
"readxl","4/6",24,0.0131349949101895
"readxl","5/6",12,0.00656749745509474
"readxl","6/6",216,0.118214954191705
"readxl","2/7",101,0.055276436913714
"readxl","6/7",8,0.00437833163672982
"readxl","7/7",324,0.177322431287558
"readxl","4/8",1,0.000547291454591228
"readxl","6/8",1,0.000547291454591228
"readxl","8/8",11,0.00602020600050351
"readxl","8/9",14,0.00766208036427719
"readxl","9/9",26,0.0142295778193719
"readxl","9/10",4,0.00218916581836491
"readxl","10/10",12,0.00656749745509474
"readxl","2/11",5,0.00273645727295614
"readxl","7/11",4,0.00218916581836491
"readxl","9/11",7,0.0038310401821386
"readxl","10/11",1,0.000547291454591228
"readxl","11/11",11,0.00602020600050351
"readxl","13/14",10,0.00547291454591228
"readxl","8/15",25,0.0136822863647807
"readxl","13/15",4,0.00218916581836491
"rlang","0/0",5046,60.0499821492324
"rlang","0/1",7,0.0833035820540283
"rlang","1/1",1549,18.4338926573843
"rlang","0/2",26,0.309413304772105
"rlang","1/2",137,1.63037010591455
"rlang","2/2",1037,12.3408306557182
"rlang","1/3",15,0.178507675830061
"rlang","2/3",62,0.737831726764251
"rlang","3/3",128,1.52326550041652
"rlang","2/4",54,0.642627632988218
"rlang","3/4",24,0.285612281328097
"rlang","4/4",75,0.892538379150303
"rlang","2/5",27,0.321313816494109
"rlang","3/5",2,0.0238010234440081
"rlang","4/5",28,0.333214328216113
"rlang","5/5",147,1.74937522313459
"rlang","4/6",2,0.0238010234440081
"rlang","5/6",9,0.107104605498036
"rlang","6/6",22,0.261811257884089
"rlang","6/7",1,0.011900511722004
"rlang","8/8",5,0.0595025586100202
"rprojroot","0/0",3250,61.3670694864048
"rprojroot","0/1",2,0.0377643504531722
"rprojroot","1/1",1021,19.2787009063444
"rprojroot","0/2",20,0.377643504531722
"rprojroot","1/2",98,1.85045317220544
"rprojroot","2/2",552,10.4229607250755
"rprojroot","1/3",7,0.132175226586103
"rprojroot","2/3",29,0.547583081570997
"rprojroot","3/3",96,1.81268882175227
"rprojroot","2/4",20,0.377643504531722
"rprojroot","3/4",18,0.33987915407855
"rprojroot","4/4",53,1.00075528700906
"rprojroot","1/5",1,0.0188821752265861
"rprojroot","2/5",21,0.396525679758308
"rprojroot","3/5",2,0.0377643504531722
"rprojroot","4/5",13,0.245468277945619
"rprojroot","5/5",84,1.58610271903323
"rprojroot","5/6",2,0.0377643504531722
"rprojroot","6/6",7,0.132175226586103
"RSQLite","0/0",100648,53.8431909612257
"RSQLite","0/1",42,0.0224685440383463
"RSQLite","1/1",39927,21.3595609004537
"RSQLite","0/2",555,0.296905760506719
"RSQLite","1/2",2159,1.15499015663785
"RSQLite","2/2",23051,12.3314859197124
"RSQLite","0/3",1,0.000534965334246341
"RSQLite","1/3",577,0.308674997860139
"RSQLite","2/3",2423,1.29622100487888
"RSQLite","3/3",2962,1.58456732003766
"RSQLite","1/4",4,0.00213986133698536
"RSQLite","2/4",6814,3.64525378755457
"RSQLite","3/4",2246,1.20153214071728
"RSQLite","4/4",1764,0.943678849610545
"RSQLite","2/5",613,0.327933749893007
"RSQLite","3/5",691,0.369661045964222
"RSQLite","4/5",1071,0.572947872977831
"RSQLite","5/5",1042,0.557433878284687
"RSQLite","1/6",85,0.045472053410939
"RSQLite","2/6",4,0.00213986133698536
"RSQLite","3/6",4,0.00213986133698536
"RSQLite","4/6",22,0.0117692373534195
"RSQLite","5/6",17,0.00909441068218779
"RSQLite","6/6",58,0.0310279893862878
"RSQLite","6/7",3,0.00160489600273902
"RSQLite","7/7",113,0.0604510827698365
"RSQLite","6/8",1,0.000534965334246341
"RSQLite","8/8",27,0.0144440640246512
"RSQLite","4/9",4,0.00213986133698536
"SparseM","0/0",46835,49.9903936469985
"SparseM","0/1",20,0.0213474511143369
"SparseM","1/1",22166,23.6593800700196
"SparseM","0/2",205,0.218811373921954
"SparseM","1/2",903,0.963837417812313
"SparseM","2/2",16088,17.1718896763726
"SparseM","0/3",4,0.00426949022286739
"SparseM","1/3",580,0.619076082315771
"SparseM","2/3",611,0.652164631542994
"SparseM","3/3",1101,1.17517718384425
"SparseM","1/4",10,0.0106737255571685
"SparseM","2/4",2351,2.50939287849031
"SparseM","3/4",737,0.786653573563317
"SparseM","4/4",907,0.968106908035181
"SparseM","2/5",189,0.201733413030484
"SparseM","3/5",293,0.312740158825036
"SparseM","4/5",190,0.202800785586201
"SparseM","5/5",241,0.25723678592776
"SparseM","1/6",24,0.0256169413372043
"SparseM","3/6",11,0.0117410981128853
"SparseM","4/6",39,0.041627529672957
"SparseM","5/6",16,0.0170779608914696
"SparseM","6/6",30,0.0320211766715054
"SparseM","5/7",4,0.00426949022286739
"SparseM","7/7",36,0.0384254120058065
"SparseM","6/8",7,0.00747160789001793
"SparseM","7/8",1,0.00106737255571685
"SparseM","8/8",56,0.0597728631201435
"SparseM","8/9",1,0.00106737255571685
"SparseM","9/10",2,0.00213474511143369
"SparseM","10/10",4,0.00426949022286739
"SparseM","11/11",2,0.00213474511143369
"SparseM","14/14",2,0.00213474511143369
"SparseM","1/15",4,0.00426949022286739
"SparseM","15/15",4,0.00426949022286739
"SparseM","1/16",2,0.00213474511143369
"SparseM","16/16",6,0.00640423533430108
"SparseM","1/17",1,0.00106737255571685
"SparseM","17/17",2,0.00213474511143369
"SparseM","1/20",1,0.00106737255571685
"SparseM","22/22",2,0.00213474511143369
"sp","0/0",3738935,65.9842877367331
"sp","0/1",4239,0.0748093763908738
"sp","1/1",884615,15.6115820938931
"sp","0/2",21367,0.377082317844728
