"name","number_of_forced_promises","number","percent"
"car",NA,312394,16.3011704298186
"car",0,1266829,66.1049681954091
"car",1,336933,17.5816509165671
"car",2,193,0.0100710189470828
"car",3,8,0.00041745156257338
"car",4,14,0.000730540234503415
"car",5,3,0.000156544335965018
"car",7,1,5.21814453216725e-05
"car",8,1,5.21814453216725e-05
"car",9,2,0.000104362890643345
"car",12,1,5.21814453216725e-05
"car",14,1,5.21814453216725e-05
"car",15,1,5.21814453216725e-05
"car",17,1,5.21814453216725e-05
"car",22,1,5.21814453216725e-05
"car",32,1,5.21814453216725e-05
"car",40,1,5.21814453216725e-05
"car",43,1,5.21814453216725e-05
"car",45,1,5.21814453216725e-05
"car",46,1,5.21814453216725e-05
"car",62,1,5.21814453216725e-05
"car",287,1,5.21814453216725e-05
"checkmate",NA,133196,14.7155136222021
"checkmate",0,564978,62.4188523322359
"checkmate",1,206361,22.7987935567978
"checkmate",2,206,0.0227589102238328
"checkmate",3,25,0.00276200366794087
"checkmate",4,12,0.00132576176061162
"checkmate",5,6,0.000662880880305809
"checkmate",6,1,0.000110480146717635
"checkmate",7,41,0.00452968601542303
"checkmate",8,2,0.00022096029343527
"checkmate",9,1,0.000110480146717635
"checkmate",10,300,0.0331440440152905
"checkmate",12,1,0.000110480146717635
"checkmate",13,1,0.000110480146717635
"checkmate",14,1,0.000110480146717635
"checkmate",15,1,0.000110480146717635
"checkmate",17,1,0.000110480146717635
"checkmate",18,1,0.000110480146717635
"checkmate",22,1,0.000110480146717635
"checkmate",29,1,0.000110480146717635
"checkmate",40,1,0.000110480146717635
"checkmate",59,1,0.000110480146717635
"checkmate",287,1,0.000110480146717635
"colorspace",NA,110749,16.4891922232843
"colorspace",0,410494,61.1176125518502
"colorspace",1,150256,22.3713086953544
"colorspace",2,106,0.0157821233209161
"colorspace",3,1,0.000148887955857699
"colorspace",4,2,0.000297775911715398
"colorspace",5,3,0.000446663867573097
"colorspace",6,1,0.000148887955857699
"colorspace",7,25,0.00372219889644247
"colorspace",14,1,0.000148887955857699
"colorspace",15,1,0.000148887955857699
"colorspace",17,1,0.000148887955857699
"colorspace",18,1,0.000148887955857699
"colorspace",22,1,0.000148887955857699
"colorspace",29,1,0.000148887955857699
"colorspace",40,1,0.000148887955857699
"colorspace",80,1,0.000148887955857699
"colorspace",350,1,0.000148887955857699
"curl",NA,1557,8.64759788947515
"curl",0,12501,69.4307136906415
"curl",1,3923,21.7883921133019
"curl",2,12,0.0666481532907526
"curl",3,7,0.0388780894196057
"curl",4,1,0.00555401277422938
"curl",6,1,0.00555401277422938
"curl",7,2,0.0111080255484588
"curl",13,1,0.00555401277422938
"data",NA,13622,15.6054530874098
"data",0,55234,63.2764348722649
"data",1,18402,21.0814526291671
"data",2,20,0.0229121319738802
"data",3,2,0.00229121319738802
"data",4,1,0.00114560659869401
"data",5,4,0.00458242639477603
"data",6,1,0.00114560659869401
"data",7,2,0.00229121319738802
"data",16,1,0.00114560659869401
"data",29,1,0.00114560659869401
"DBI",NA,22442,17.8344657686653
"DBI",0,76765,61.0044900067549
"DBI",1,26575,21.1189255771447
"DBI",2,49,0.0389398815909723
"DBI",6,1,0.000794691461040251
"DBI",9,1,0.000794691461040251
"DBI",40,1,0.000794691461040251
"DBI",107,1,0.000794691461040251
"digest",NA,3279,6.30892369261554
"digest",0,39809,76.5940662639012
"digest",1,8732,16.8007080463309
"digest",2,17,0.0327086620233194
"digest",3,94,0.180859660599531
"digest",6,1,0.0019240389425482
"digest",7,42,0.0808096355870243
"dplyr",NA,63355,7.50193898272973
"dplyr",0,514526,60.9256200304317
"dplyr",1,265284,31.4125859220973
"dplyr",2,1300,0.15393450678792
"dplyr",3,13,0.0015393450678792
"dplyr",4,3,0.000355233477202892
"dplyr",5,16,0.00189457854508209
"dplyr",6,2,0.000236822318135261
"dplyr",7,9,0.00106570043160867
"dplyr",8,1,0.000118411159067631
"dplyr",9,1,0.000118411159067631
"dplyr",12,1,0.000118411159067631
"dplyr",15,1,0.000118411159067631
"dplyr",18,1,0.000118411159067631
"dplyr",33,1,0.000118411159067631
"dplyr",40,1,0.000118411159067631
"foreach",NA,289266,32.3603213367178
"foreach",0,434062,48.5587168905381
"foreach",1,170361,19.0583639392275
"foreach",2,179,0.0200248128686831
"foreach",4,14,0.00156618648134952
"foreach",5,5,0.000559352314767684
"foreach",6,1,0.000111870462953537
"foreach",7,1,0.000111870462953537
"foreach",10,1,0.000111870462953537
"foreach",18,1,0.000111870462953537
"forecast",NA,91817,11.5792686233437
"forecast",0,486211,61.3172699677026
"forecast",1,214733,27.0805089394824
"forecast",2,135,0.0170251833990589
"forecast",3,3,0.000378337408867977
"forecast",4,3,0.000378337408867977
"forecast",5,9,0.00113501222660393
"forecast",6,1,0.000126112469622659
"forecast",7,15,0.00189168704433988
"forecast",8,1,0.000126112469622659
"forecast",9,1,0.000126112469622659
"forecast",10,1,0.000126112469622659
"forecast",13,2,0.000252224939245318
"forecast",14,2,0.000252224939245318
"forecast",15,1,0.000126112469622659
"forecast",17,1,0.000126112469622659
"forecast",18,1,0.000126112469622659
"forecast",20,1,0.000126112469622659
"forecast",22,2,0.000252224939245318
"forecast",29,1,0.000126112469622659
"forecast",40,1,0.000126112469622659
"forecast",53,1,0.000126112469622659
"Formula",NA,2529,8.75056226428151
"Formula",0,18701,64.7071035604304
"Formula",1,7656,26.4904328569946
"Formula",2,8,0.0276807030898585
"Formula",3,1,0.00346008788623231
"Formula",6,1,0.00346008788623231
"Formula",7,4,0.0138403515449292
"Formula",10,1,0.00346008788623231
"gdata",NA,2194,11.242633871381
"gdata",0,13665,70.0230591852421
"gdata",1,3614,18.5190878811171
"gdata",2,20,0.102485267742762
"gdata",3,5,0.0256213169356905
"gdata",5,10,0.051242633871381
"gdata",7,4,0.0204970535485524
"gdata",12,1,0.0051242633871381
"gdata",16,1,0.0051242633871381
"gdata",18,1,0.0051242633871381
"ggplot2",NA,18018,12.2143510829407
"ggplot2",0,100248,67.9578347964614
"ggplot2",1,28963,19.6339355319798
"ggplot2",2,81,0.0549096702030302
"ggplot2",3,39,0.0264379893570145
"ggplot2",4,83,0.0562654645290309
"ggplot2",6,2,0.00135579432600075
"ggplot2",7,5,0.00338948581500186
"ggplot2",8,1,0.000677897163000373
"ggplot2",9,17,0.0115242517710063
"ggplot2",10,41,0.0277937836830153
"ggplot2",11,12,0.00813476595600447
"ggplot2",15,1,0.000677897163000373
"ggplot2",18,1,0.000677897163000373
"ggplot2",25,1,0.000677897163000373
"ggplot2",40,1,0.000677897163000373
"ggplot2",47,1,0.000677897163000373
"gridExtra",NA,485935,24.6522977645086
"gridExtra",0,1121083,56.8744213418021
"gridExtra",1,362152,18.3725785136126
"gridExtra",2,347,0.017603892134307
"gridExtra",3,247,0.0125307243722589
"gridExtra",4,279,0.0141541380561143
"gridExtra",5,218,0.0110595057212649
"gridExtra",6,105,0.00532682615015055
"gridExtra",7,420,0.0213073046006022
"gridExtra",8,3,0.000152195032861444
"gridExtra",9,2,0.000101463355240963
"gridExtra",10,1,5.07316776204814e-05
"gridExtra",11,356,0.0180604772328914
"gridExtra",15,1,5.07316776204814e-05
"gridExtra",17,1,5.07316776204814e-05
"gridExtra",18,1,5.07316776204814e-05
"gridExtra",22,1,5.07316776204814e-05
"gridExtra",40,1,5.07316776204814e-05
"gridExtra",43,1,5.07316776204814e-05
"gridExtra",216,1,5.07316776204814e-05
"highr",NA,1290,13.7908915971777
"highr",0,6725,71.8943767372247
"highr",1,1330,14.2185161428266
"highr",2,8,0.0855249091297841
"highr",6,1,0.010690613641223
"htmlwidgets",NA,2959,10.2525900003465
"htmlwidgets",0,19339,67.0073802016562
"htmlwidgets",1,6547,22.6845916634905
"htmlwidgets",2,11,0.038113717473407
"htmlwidgets",3,2,0.00692976681334673
"htmlwidgets",4,1,0.00346488340667337
"htmlwidgets",8,2,0.00692976681334673
"iterators",NA,833,13.9018691588785
"iterators",0,3936,65.6875834445928
"iterators",1,1198,19.9933244325768
"iterators",2,23,0.383845126835781
"iterators",4,1,0.0166889185580774
"iterators",10,1,0.0166889185580774
"jsonlite",NA,3047,9.82776415946329
"jsonlite",0,20672,66.6752677073926
"jsonlite",1,7264,23.4292349374274
"jsonlite",2,16,0.051606244355567
"jsonlite",5,1,0.00322539027222294
"jsonlite",6,2,0.00645078054444588
"jsonlite",8,1,0.00322539027222294
"jsonlite",12,1,0.00322539027222294
"knitr",NA,4202,14.7796419401358
"knitr",0,18116,63.7191797685625
"knitr",1,6082,21.3921423797967
"knitr",2,15,0.0527593120185713
"knitr",3,1,0.00351728746790475
"knitr",6,2,0.0070345749358095
"knitr",7,13,0.0457247370827618
"lazyeval",NA,4048,20.5325893989348
"lazyeval",0,12113,61.4405275171189
"lazyeval",1,3538,17.9457266041085
"lazyeval",2,11,0.0557950798884098
"lazyeval",6,1,0.00507227998985544
"lazyeval",8,2,0.0101445599797109
"lazyeval",14,1,0.00507227998985544
"lazyeval",21,1,0.00507227998985544
"lubridate",NA,46244,20.1725687264986
"lubridate",0,136695,59.6291255529092
"lubridate",1,46156,20.1341813454777
"lubridate",2,134,0.0584535120091432
"lubridate",5,10,0.00436220238874203
"lubridate",8,1,0.000436220238874203
"lubridate",62,1,0.000436220238874203
"lubridate",87,1,0.000436220238874203
"magrittr",NA,4024,17.401833592804
"magrittr",0,14983,64.7941532606815
"magrittr",1,4094,17.7045493859194
"magrittr",2,10,0.0432451133021969
"magrittr",6,1,0.00432451133021969
"magrittr",7,12,0.0518941359626362
"markdown",NA,2163,14.1631744368779
"markdown",0,10266,67.221058145626
"markdown",1,2819,18.4586170770037
"markdown",2,21,0.137506547930854
"markdown",4,1,0.00654793085385018
"markdown",6,1,0.00654793085385018
"markdown",12,1,0.00654793085385018
"mvtnorm",NA,9527,16.4134105161602
"mvtnorm",0,39745,68.4739163393288
"mvtnorm",1,8760,15.0919991730411
"mvtnorm",2,8,0.0137826476466129
"mvtnorm",3,3,0.00516849286747984
"mvtnorm",20,1,0.00172283095582661
"nloptr",NA,2616,14.5196203585503
"nloptr",0,12580,69.8229449963923
"nloptr",1,2752,15.2744630071599
"nloptr",2,15,0.0832547038907698
"nloptr",3,31,0.172059721374258
"nloptr",5,8,0.0444025087417439
"nloptr",6,9,0.0499528223344619
"nloptr",7,5,0.0277515679635899
"nloptr",8,1,0.00555031359271799
"psych",NA,423783,8.60810254412337
"psych",0,3652710,74.1957611417751
"psych",1,837532,17.0123892180308
"psych",2,8738,0.177490838543665
"psych",3,15,0.000304687866577589
"psych",4,19,0.000385937964331613
"psych",5,129,0.00262031565256727
"psych",6,1,2.0312524438506e-05
"psych",7,124,0.00251875303037474
"psych",8,1,2.0312524438506e-05
"psych",9,1,2.0312524438506e-05
"psych",14,1,2.0312524438506e-05
"psych",15,2,4.06250488770119e-05
"psych",16,1,2.0312524438506e-05
"psych",17,1,2.0312524438506e-05
"psych",22,1,2.0312524438506e-05
"psych",27,1,2.0312524438506e-05
"psych",30,1,2.0312524438506e-05
"psych",32,1,2.0312524438506e-05
"psych",37,1,2.0312524438506e-05
"psych",40,1,2.0312524438506e-05
"psych",43,1,2.0312524438506e-05
"psych",44,1,2.0312524438506e-05
"psych",47,2,4.06250488770119e-05
"psych",81,1,2.0312524438506e-05
"psych",112,1,2.0312524438506e-05
"psych",287,1,2.0312524438506e-05
"quantreg",NA,141114,15.3668735707285
"quantreg",0,570699,62.1473374714146
"quantreg",1,206303,22.4657519329195
"quantreg",2,156,0.0169879124469128
"quantreg",3,7,0.000762278122617881
"quantreg",4,1,0.000108896874659697
"quantreg",5,9,0.000980071871937275
"quantreg",7,4,0.000435587498638789
"quantreg",14,1,0.000108896874659697
"quantreg",17,1,0.000108896874659697
"quantreg",22,1,0.000108896874659697
"quantreg",40,1,0.000108896874659697
"quantreg",46,1,0.000108896874659697
"quantreg",62,1,0.000108896874659697
"quantreg",287,1,0.000108896874659697
"R6",NA,215232,18.0476245578906
"R6",0,737002,61.799060522666
"R6",1,239746,20.1031714487438
"R6",2,309,0.0259102549267218
"R6",3,210,0.0176089111152478
"R6",4,30,0.00251555873074969
"R6",5,10,0.000838519576916562
"R6",6,6,0.000503111746149937
"R6",7,1,8.38519576916562e-05
"R6",8,2,0.000167703915383312
"R6",9,5,0.000419259788458281
"R6",10,10,0.000838519576916562
"R6",11,3,0.000251555873074969
"R6",12,1,8.38519576916562e-05
"R6",13,1,8.38519576916562e-05
"R6",14,1,8.38519576916562e-05
"R6",15,1,8.38519576916562e-05
"R6",16,1,8.38519576916562e-05
"R6",18,2,0.000167703915383312
"R6",22,1,8.38519576916562e-05
"R6",29,1,8.38519576916562e-05
"R6",40,1,8.38519576916562e-05
"R6",54,1,8.38519576916562e-05
"R6",287,1,8.38519576916562e-05
"RcppArmadillo",NA,219151,16.2304258180719
"RcppArmadillo",0,852810,63.1595084754801
"RcppArmadillo",1,277258,20.5338574839585
"RcppArmadillo",2,975,0.0722089571693496
"RcppArmadillo",3,16,0.00118496750226625
"RcppArmadillo",4,20,0.00148120937783281
"RcppArmadillo",5,7,0.000518423282241484
"RcppArmadillo",6,1,7.40604688916406e-05
"RcppArmadillo",7,3,0.000222181406674922
"RcppArmadillo",8,1,7.40604688916406e-05
"RcppArmadillo",17,1,7.40604688916406e-05
"RcppArmadillo",22,1,7.40604688916406e-05
"RcppArmadillo",29,1,7.40604688916406e-05
"RcppArmadillo",34,1,7.40604688916406e-05
"RcppArmadillo",40,1,7.40604688916406e-05
"RcppArmadillo",287,1,7.40604688916406e-05
"RcppEigen",NA,17,20
"RcppEigen",0,66,77.6470588235294
"RcppEigen",1,2,2.35294117647059
"Rcpp",NA,16063,13.0217664464351
"Rcpp",0,80663,65.3909448340156
"Rcpp",1,26563,21.5337846054072
"Rcpp",2,58,0.0470187669733695
"Rcpp",5,5,0.00405334198046289
"Rcpp",6,1,0.000810668396092578
"Rcpp",14,1,0.000810668396092578
"Rcpp",29,1,0.000810668396092578
"readr",NA,4914,7.60445682451253
"readr",0,43256,66.9390281646549
"readr",1,16302,25.2274837511606
"readr",2,100,0.154750851129681
"readr",3,23,0.0355926957598267
"readr",4,1,0.00154750851129681
"readr",5,15,0.0232126276694522
"readr",6,2,0.00309501702259362
"readr",7,6,0.00928505106778087
"readr",48,1,0.00154750851129681
"readxl",NA,10429,8.45713451620228
"readxl",0,85519,69.349476142593
"readxl",1,27239,22.088780044763
"readxl",2,110,0.0892017256479289
"readxl",5,11,0.00892017256479289
"readxl",6,2,0.00162184955723507
"readxl",7,4,0.00324369911447014
"readxl",10,1,0.000810924778617535
"readxl",20,1,0.000810924778617535
"rlang",NA,950,14.0035377358491
"rlang",0,4632,68.2783018867924
"rlang",1,1189,17.5265330188679
"rlang",2,12,0.17688679245283
"rlang",6,1,0.0147405660377358
"rprojroot",NA,379,10.0132100396301
"rprojroot",0,2741,72.4174372523118
"rprojroot",1,658,17.3844121532365
"rprojroot",2,5,0.132100396301189
"rprojroot",6,2,0.0528401585204756
"RSQLite",NA,29869,17.3373732448732
"RSQLite",0,107564,62.4352075968911
"RSQLite",1,34778,20.1867878640129
"RSQLite",2,62,0.0359877177402035
"RSQLite",3,2,0.00116089412065173
"RSQLite",6,1,0.000580447060325863
"RSQLite",12,1,0.000580447060325863
"RSQLite",28,1,0.000580447060325863
"RSQLite",43,1,0.000580447060325863
"RSQLite",75,1,0.000580447060325863
"RSQLite",107,1,0.000580447060325863
"SparseM",NA,13950,15.7291208605351
"SparseM",0,53614,60.4516907395506
"SparseM",1,21060,23.745898589453
"SparseM",2,60,0.0676521327334844
"SparseM",4,1,0.00112753554555807
"SparseM",5,3,0.00338260663667422
"SparseM",62,1,0.00112753554555807
"sp",NA,681888,16.7382947700193
"sp",0,2559828,62.8360605034096
"sp",1,828770,20.3438050772985
"sp",2,2919,0.071652650338012
"sp",3,21,0.000515486693079223
"sp",4,35,0.000859144488465372
"sp",5,179,0.00439391038386576
"sp",6,59,0.00144827213769877
"sp",7,85,0.00208649375770162
"sp",8,18,0.000441845736925048
"sp",9,2,4.90939707694498e-05
"sp",10,1,2.45469853847249e-05
"sp",11,2,4.90939707694498e-05
"sp",17,3,7.36409561541747e-05
"sp",20,1,2.45469853847249e-05
"sp",22,1,2.45469853847249e-05
"sp",29,2,4.90939707694498e-05
"sp",40,1,2.45469853847249e-05
"sp",49,1,2.45469853847249e-05
"sp",53,1,2.45469853847249e-05
"sp",66,1,2.45469853847249e-05
"sp",99,1,2.45469853847249e-05
"sp",144,1,2.45469853847249e-05
"stringr",NA,1074,11.3267243197638
"stringr",0,6329,66.7475216199114
"stringr",1,2073,21.8624762708289
"stringr",2,5,0.0527314912465725
"stringr",6,1,0.0105462982493145
"tibble",NA,4851,7.82280563125897
"tibble",0,39940,64.4079276257438
"tibble",1,17072,27.5305994097821
"tibble",2,123,0.198351905307123
"tibble",3,12,0.0193514053958169
"tibble",5,2,0.00322523423263615
"tibble",6,1,0.00161261711631807
"tibble",7,10,0.0161261711631807
"tidyr",NA,797,12.7806286080821
"tidyr",0,4094,65.6510583707505
"tidyr",1,1338,21.4560615779346
"tidyr",2,5,0.0801796023091726
"tidyr",5,1,0.0160359204618345
"tidyr",6,1,0.0160359204618345
"viridis",NA,165128,11.7152187593339
"viridis",0,904740,64.187945232303
"viridis",1,339183,24.0637750378321
"viridis",2,379,0.02688864341473
"viridis",3,16,0.0011351406190915
"viridis",4,22,0.00156081835125082
"viridis",5,12,0.000851355464318628
"viridis",6,4,0.000283785154772876
"viridis",7,2,0.000141892577386438
"viridis",8,1,7.0946288693219e-05
"viridis",9,5,0.000354731443466095
"viridis",10,11,0.000780409175625409
"viridis",11,3,0.000212838866079657
"viridis",14,1,7.0946288693219e-05
"viridis",16,1,7.0946288693219e-05
"viridis",18,1,7.0946288693219e-05
"viridis",22,1,7.0946288693219e-05
"viridis",29,1,7.0946288693219e-05
"viridis",33,1,7.0946288693219e-05
"viridis",34,1,7.0946288693219e-05
"viridis",40,1,7.0946288693219e-05
"viridis",47,1,7.0946288693219e-05
"viridis",99,1,7.0946288693219e-05
"viridis",346,1,7.0946288693219e-05
"xml2",NA,2918,14.310936733693
"xml2",0,13822,67.7881314369789
"xml2",1,3625,17.7783227072094
"xml2",2,21,0.102991662579696
"xml2",3,1,0.00490436488474743
"xml2",6,1,0.00490436488474743
"xml2",40,1,0.00490436488474743
"xml2",49,1,0.00490436488474743
"xtable",NA,631295,20.3572888894048
"xtable",0,1879049,60.5934520792138
"xtable",1,588452,18.9757361638347
"xtable",2,1429,0.046080779703561
"xtable",3,263,0.008480927265246
"xtable",4,5,0.000161234358654867
"xtable",5,69,0.00222503414943716
"xtable",6,5,0.000161234358654867
"xtable",7,482,0.0155429921743292
"xtable",8,1,3.22468717309734e-05
"xtable",9,2,6.44937434619468e-05
"xtable",12,2,6.44937434619468e-05
"xtable",14,1,3.22468717309734e-05
"xtable",16,1,3.22468717309734e-05
"xtable",17,2,6.44937434619468e-05
"xtable",18,1,3.22468717309734e-05
"xtable",19,1,3.22468717309734e-05
"xtable",22,1,3.22468717309734e-05
"xtable",29,2,6.44937434619468e-05
"xtable",32,1,3.22468717309734e-05
"xtable",35,1,3.22468717309734e-05
"xtable",38,1,3.22468717309734e-05
"xtable",40,2,6.44937434619468e-05
"xtable",42,1,3.22468717309734e-05
"xtable",45,1,3.22468717309734e-05
"xtable",46,1,3.22468717309734e-05
"xtable",62,1,3.22468717309734e-05
"xtable",99,1,3.22468717309734e-05
"xtable",127,1,3.22468717309734e-05
"xtable",138,1,3.22468717309734e-05
"xtable",287,1,3.22468717309734e-05
"xts",NA,13236,15.5397710595832
"xts",0,56949,66.8611681831523
"xts",1,14884,17.4746110948048
"xts",2,54,0.0633988846492515
"xts",3,18,0.0211329615497505
"xts",4,2,0.00234810683886117
"xts",5,20,0.0234810683886117
"xts",7,5,0.00587026709715292
"xts",13,1,0.00117405341943058
"xts",17,1,0.00117405341943058
"xts",19,1,0.00117405341943058
"xts",20,1,0.00117405341943058
"xts",22,1,0.00117405341943058
"xts",29,1,0.00117405341943058
"xts",40,1,0.00117405341943058
"zoo",NA,131568,18.1845573346786
"zoo",0,450676,62.2897935771891
"zoo",1,140489,19.4175656344374
"zoo",2,702,0.0970263228820411
"zoo",3,25,0.00345535337899007
"zoo",4,9,0.00124392721643642
"zoo",5,23,0.00317892510867086
"zoo",6,2,0.000276428270319206
"zoo",7,8,0.00110571308127682
"zoo",8,1,0.000138214135159603
"zoo",10,1,0.000138214135159603
"zoo",17,1,0.000138214135159603
"zoo",20,1,0.000138214135159603
"zoo",22,2,0.000276428270319206
"zoo",29,2,0.000276428270319206
"zoo",30,1,0.000138214135159603
"zoo",37,1,0.000138214135159603
"zoo",40,1,0.000138214135159603
"zoo",53,1,0.000138214135159603
"zoo",146,1,0.000138214135159603
